match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,NetPoints,5,5,4,1,0,0,0,34
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,Approach,1,1,1,0,0,0,0,8
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,NetPointsRallies,5,5,4,1,0,0,0,34
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,ApproachRallies,1,1,1,0,0,0,0,8
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,NetPoints,15,12,9,2,1,1,1,91
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,Approach,6,4,3,1,1,0,1,27
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,NetPointsRallies,14,12,9,2,1,1,0,87
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,ApproachRallies,5,4,3,1,1,0,0,23
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,NetPoints,16,16,14,1,0,0,0,118
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,NetPointsRallies,16,16,14,1,0,0,0,118
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,NetPoints,7,6,4,2,1,0,0,59
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,NetPointsRallies,7,6,4,2,1,0,0,59
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,NetPoints,26,13,12,1,9,0,3,167
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,Approach,6,2,1,1,3,0,1,29
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,NetPointsRallies,26,13,12,1,9,0,3,167
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,ApproachRallies,6,2,1,1,3,0,1,29
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,NetPoints,11,10,3,3,0,1,0,118
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,Approach,6,6,0,2,0,0,0,71
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,NetPointsRallies,11,10,3,3,0,1,0,118
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,ApproachRallies,6,6,0,2,0,0,0,71
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,NetPoints,4,2,2,0,2,0,0,14
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,Approach,1,0,0,0,1,0,0,2
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,NetPointsRallies,3,2,2,0,1,0,0,12
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,NetPoints,1,1,0,1,0,0,0,6
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,NetPointsRallies,1,1,0,1,0,0,0,6
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,1,NetPoints,12,8,4,3,1,2,1,81
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,1,Approach,8,4,2,1,1,2,1,64
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,1,NetPointsRallies,12,8,4,3,1,2,1,81
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,1,ApproachRallies,8,4,2,1,1,2,1,64
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,2,NetPoints,9,7,7,0,2,0,0,51
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,2,Approach,1,1,1,0,0,0,0,4
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,2,NetPointsRallies,9,7,7,0,2,0,0,51
20140118-W-Australian_Open-R32-Elina_Svitolina-Sloane_Stephens,2,ApproachRallies,1,1,1,0,0,0,0,4
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,NetPoints,19,15,11,3,2,0,0,114
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,NetPointsRallies,19,15,11,3,2,0,0,114
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,NetPoints,10,6,6,0,1,1,1,54
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,Approach,1,0,0,0,0,0,0,4
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,NetPointsRallies,9,6,6,0,1,1,1,50
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1,NetPoints,7,7,7,0,0,0,0,60
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1,NetPointsRallies,7,7,7,0,0,0,0,60
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,2,NetPoints,3,3,2,1,0,0,0,19
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,2,NetPointsRallies,3,3,2,1,0,0,0,19
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1,NetPoints,4,4,4,0,0,0,0,30
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1,NetPointsRallies,4,4,4,0,0,0,0,30
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,2,NetPoints,11,10,9,1,1,0,0,70
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,2,NetPointsRallies,11,10,9,1,1,0,0,70
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1,NetPoints,9,9,7,2,0,0,0,49
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1,Approach,1,1,0,1,0,0,0,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1,NetPointsRallies,9,9,7,2,0,0,0,49
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1,ApproachRallies,1,1,0,1,0,0,0,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2,NetPoints,16,12,9,2,2,2,0,116
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2,Approach,2,1,0,1,1,0,0,11
