match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Qinwen Zheng,S,0,2,1,0,0
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Qinwen Zheng,Total,63,40,15,45,4
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Qinwen Zheng,F,38,26,10,39,4
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Qinwen Zheng,B,25,13,4,6,0
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Qinwen Zheng,S,0,1,1,0,0
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Bianca Andreescu,Total,47,68,12,17,5
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Bianca Andreescu,F,27,36,6,11,5
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Bianca Andreescu,B,17,27,4,6,0
20250512-W-Rome-R16-Qinwen_Zheng-Bianca_Andreescu,Bianca Andreescu,S,3,5,2,0,0
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Clara Tauson,Total,111,68,21,26,4
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Clara Tauson,F,53,16,5,12,4
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Clara Tauson,B,47,37,12,13,0
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Clara Tauson,S,11,15,4,1,0
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Mirra Andreeva,Total,79,71,32,46,2
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Mirra Andreeva,F,39,36,23,35,2
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Mirra Andreeva,B,38,29,7,11,0
20250512-W-Rome-R16-Clara_Tauson-Mirra_Andreeva,Mirra Andreeva,S,2,6,2,0,0
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Linda Noskova,Total,68,59,11,20,1
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Linda Noskova,F,23,29,1,14,1
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Linda Noskova,B,42,26,10,6,0
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Linda Noskova,S,3,4,0,0,0
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Mirra Andreeva,Total,47,56,16,18,2
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Mirra Andreeva,F,17,20,6,14,2
20250511-W-Rome-R32-Linda_Noskova-Mirra_Andreeva,Mirra Andreeva,B,29,32,10,4,0
