match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,4d,2,0,0,0,0,0,2,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,4a,8,5,1,0,2,3,4,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,5d,4,0,0,0,0,0,1,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,5a,7,3,0,0,1,1,2,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,6d,23,12,1,1,1,7,14,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,6a,12,10,1,0,4,5,10,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,d,48,26,8,2,5,16,33,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,a,47,30,6,2,10,20,31,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,4,34,19,6,1,6,14,27,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,5,13,5,0,0,2,4,5,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,6,48,32,8,3,7,18,32,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,4d,17,11,5,0,3,9,16,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,4a,17,8,1,1,3,5,11,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,5d,6,1,0,0,0,0,3,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,5a,7,4,0,0,2,4,2,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,6d,25,14,3,2,2,7,14,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,6a,23,18,5,1,5,11,18,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,d,38,27,0,1,10,15,21,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,a,36,24,1,3,2,7,23,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,4,19,12,1,1,2,5,13,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,5,31,22,0,1,7,10,14,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,6,23,16,0,2,3,6,16,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,4d,8,6,0,0,2,2,7,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,4a,11,6,1,1,0,3,6,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,5d,18,13,0,1,6,9,6,0
